,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
10,0,0,0,0,0.0,510,105,0,0,0.0,0.0,2020-12-06T14:15:00Z,0,9,0,0,0,0,11,0,4935,2.0,1.0,0.0,0,-107,76,183,43,True,0,,,,,
11,0,0,0,0,0.0,510,117,0,0,0.0,0.0,2020-12-13T12:00:00Z,0,16,0,0,0,0,12,0,4876,0.0,3.0,0.0,0,-102,54,156,43,False,0,,,,,
12,0,0,0,0,0.0,510,124,0,0,0.0,0.0,2020-12-17T20:00:00Z,0,13,0,0,0,0,13,0,4808,3.0,2.0,0.0,0,-83,30,113,43,True,0,,,,,
13,0,0,16,0,0.1,510,129,1,1,5.7,40.0,2020-12-20T12:00:00Z,36,3,0,0,0,0,14,0,4742,1.0,1.0,17.0,7,-85,31,116,43,False,0,,,,,
14,0,0,0,0,0.0,510,146,0,0,0.0,0.0,2020-12-26T20:00:00Z,0,7,0,0,0,0,15,0,6929,1.0,0.0,0.0,0,1825,2197,372,43,True,0,,,,,
15,0,0,0,0,0.0,510,150,0,0,0.0,0.0,2020-12-29T18:00:00Z,0,4,0,0,0,0,16,0,6524,0.0,1.0,0.0,0,-252,211,463,43,False,0,,,,,
16,0,0,12,0,18.2,510,162,2,0,5.5,17.8,2021-01-02T15:00:00Z,90,6,0,0,0,0,17,0,6171,0.0,2.0,19.0,0,-387,133,520,43,False,1,,,,,
17,0,0,19,1,24.0,510,174,0,0,10.5,13.0,2021-01-12T18:00:00Z,90,14,0,0,0,0,18,0,10936,0.0,1.0,68.0,6,462,1146,684,43,True,0,,,,,
18,0,0,6,0,1.4,510,186,3,0,3.5,11.8,2021-01-17T14:00:00Z,90,17,0,0,0,0,19,0,6814,3.0,1.0,22.0,1,90,648,558,43,True,0,,,,,
19,0,0,0,0,0.3,510,192,1,0,0.1,0.4,2021-01-27T20:15:00Z,37,13,0,0,0,0,20,0,6759,2.0,1.0,0.0,1,-143,352,495,43,False,0,,,,,
20,0,0,13,0,0.8,510,205,1,0,1.8,15.8,2021-01-30T15:00:00Z,90,12,0,0,0,0,21,0,6607,0.0,1.0,1.0,2,-177,146,323,43,False,0,,,,,
21,0,0,16,0,13.3,510,214,1,1,9.5,39.0,2021-02-02T18:00:00Z,90,18,0,0,0,0,22,0,7139,1.0,2.0,43.0,8,473,736,263,43,True,0,,,,,
22,0,0,10,0,3.1,510,226,2,0,2.1,13.8,2021-02-07T19:15:00Z,90,5,0,0,0,0,23,0,9370,2.0,1.0,4.0,1,1999,2607,608,43,True,0,,,,,
23,0,0,24,0,2.7,510,238,3,0,2.2,17.4,2021-02-15T18:00:00Z,90,19,0,0,0,0,24,0,9736,0.0,3.0,2.0,1,334,1176,842,43,False,0,,,,,
24,0,0,-1,0,0.5,510,243,0,0,4.0,2.0,2021-02-20T20:00:00Z,10,8,0,0,0,0,25,0,9967,0.0,1.0,37.0,1,186,882,696,43,False,0,,,,,
25,0,0,0,0,0.0,510,256,0,0,0.0,0.0,2021-02-28T19:15:00Z,0,11,0,0,0,0,26,0,8966,2.0,0.0,0.0,0,-1011,454,1465,43,True,0,,,,,
26,0,0,0,0,0.0,510,285,0,0,0.0,0.0,2021-03-03T18:00:00Z,0,2,0,0,0,0,26,0,8966,0.0,1.0,0.0,0,-1011,454,1465,43,True,0,,,,,
27,0,0,-1,0,1.8,510,265,2,0,1.1,0.8,2021-03-06T15:00:00Z,90,16,0,0,0,0,27,0,7945,2.0,0.0,8.0,0,-1046,31,1077,43,True,1,,,,,
28,0,0,0,0,0.0,510,274,0,0,0.0,0.0,2021-03-14T14:00:00Z,0,9,0,0,0,0,28,0,7777,0.0,5.0,0.0,0,-210,80,290,43,False,0,,,,,
29,0,0,6,0,1.1,510,293,2,0,4.2,17.0,2021-04-03T14:00:00Z,72,10,0,0,0,0,30,0,7556,1.0,2.0,24.0,1,40,197,157,43,False,0,,,,,
30,0,0,0,0,0.0,510,305,0,0,0.0,0.0,2021-04-11T18:00:00Z,0,1,0,0,0,0,31,0,7266,3.0,0.0,0.0,0,-288,38,326,43,True,0,,,,,
31,0,0,4,0,0.5,510,318,0,0,0.2,1.0,2021-04-17T19:15:00Z,7,20,0,0,0,0,32,0,7194,0.0,1.0,0.0,1,-83,72,155,43,False,0,,,,,
32,0,0,22,1,1.3,510,326,0,0,4.5,19.0,2021-04-24T19:00:00Z,90,3,0,0,0,0,33,0,7168,0.0,1.0,25.0,6,-43,99,142,43,True,0,,,,,
33,0,0,1,0,0.5,510,337,1,0,0.5,4.4,2021-05-02T18:15:00Z,45,17,0,0,0,0,34,0,7179,0.0,4.0,0.0,1,-8,138,146,43,False,0,,,,,
34,0,0,0,0,0.0,510,346,0,0,0.0,0.0,2021-05-08T14:00:00Z,0,6,0,0,0,0,35,0,7273,2.0,0.0,0.0,0,75,247,172,43,True,0,,,,,
35,0,0,0,0,0.0,510,351,0,0,0.0,0.0,2021-05-16T18:00:00Z,0,7,0,0,0,0,36,0,7112,1.0,0.0,0.0,0,-160,49,209,43,False,0,,,,,
36,0,0,4,0,3.1,510,365,1,0,1.6,4.4,2021-05-19T17:00:00Z,90,14,0,0,0,0,37,0,7081,0.0,1.0,8.0,2,-47,49,96,43,False,0,,,,,
37,0,0,0,0,0.0,510,376,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,4,0,0,0,0,38,0,7142,0.0,1.0,0.0,0,53,185,132,43,True,0,,,,,
38,0,0,0,0,0.0,476,7,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,8,0,0,0,0,1,0,2053,1.0,0.0,0.0,0,0,0,0,45,True,0,0.0,0.0,0.0,0.0,0.0
39,0,0,0,0,0.0,476,17,0,0,0.0,0.0,2023-08-18T18:45:00Z,0,16,0,0,0,0,2,0,1753,1.0,2.0,0.0,0,-366,102,468,45,False,0,0.0,0.0,0.0,0.0,0.0
40,0,0,18,0,0.4,476,30,1,1,5.3,36.0,2023-08-27T13:00:00Z,19,13,0,0,0,0,3,0,1601,2.0,1.0,17.0,7,-202,96,298,45,True,0,0.0,0.14,0.14,0.72,0.0
41,0,0,0,0,0.0,476,40,0,0,0.0,0.0,2023-09-02T11:30:00Z,0,9,0,0,0,0,4,0,6195,2.0,2.0,0.0,0,3242,3966,724,45,True,0,0.0,0.0,0.0,0.0,0.0
42,0,0,18,1,10.8,476,48,0,0,1.9,6.4,2023-09-16T14:00:00Z,85,18,0,0,0,0,5,0,4460,1.0,2.0,2.0,6,-1921,429,2350,45,False,0,0.05,0.05,0.0,1.32,1.0
43,0,0,6,0,14.6,476,60,3,0,2.1,6.0,2023-09-24T15:30:00Z,45,15,0,0,0,0,6,0,6505,8.0,0.0,0.0,0,1289,2013,724,45,True,0,0.02,0.02,0.0,1.34,1.0
44,0,0,1,0,5.8,476,69,2,0,1.9,2.4,2023-09-30T14:00:00Z,78,19,0,0,0,0,7,0,6167,0.0,2.0,11.0,1,-465,431,896,45,False,0,0.06,0.14,0.08,1.67,1.0
45,1,0,12,0,1.8,476,76,3,0,1.9,3.8,2023-10-07T14:00:00Z,90,10,0,0,0,0,8,0,7486,1.0,3.0,13.0,4,891,1570,679,45,False,0,0.01,0.41,0.4,2.14,1.0
46,0,0,10,0,2.0,476,89,2,0,1.4,12.0,2023-10-21T19:00:00Z,90,14,0,0,0,0,9,0,7297,2.0,1.0,0.0,1,-482,746,1228,45,True,0,0.01,0.01,0.0,1.05,1.0
47,0,0,1,0,0.1,476,91,3,0,0.0,0.0,2023-10-28T14:00:00Z,70,1,0,0,0,0,10,0,7823,0.0,5.0,0.0,0,344,1039,695,45,False,1,0.0,0.0,0.0,1.46,1.0
48,0,0,8,0,1.0,476,109,1,0,2.5,12.6,2023-11-04T15:00:00Z,90,20,0,0,0,0,11,0,7425,1.0,2.0,11.0,2,-584,487,1071,45,True,0,0.02,0.07,0.05,1.33,1.0
49,1,0,10,0,6.1,476,114,1,0,3.0,2.0,2023-11-12T14:00:00Z,90,5,0,0,0,0,12,0,7488,1.0,1.0,22.0,4,-101,401,502,45,False,1,0.03,0.32,0.29,1.54,1.0
50,0,0,4,0,0.4,476,129,2,0,0.7,4.8,2023-11-25T15:00:00Z,45,3,0,0,0,0,13,0,9338,3.0,1.0,2.0,0,1174,1724,550,45,True,0,0.04,0.04,0.0,1.19,1.0
51,0,0,11,0,0.5,476,134,4,0,1.2,11.6,2023-12-02T15:00:00Z,65,6,0,0,0,0,14,0,10779,0.0,5.0,0.0,0,1486,2329,843,45,False,0,0.0,0.0,0.0,1.56,0.0
52,0,0,6,0,0.4,476,147,2,0,1.5,15.0,2023-12-06T19:30:00Z,90,11,0,0,0,0,15,0,9144,2.0,0.0,0.0,0,-1625,214,1839,45,True,1,0.0,0.0,0.0,1.78,1.0
53,0,0,20,1,5.8,476,158,0,0,2.9,22.8,2023-12-09T15:00:00Z,90,4,0,0,0,0,16,0,10393,0.0,1.0,0.0,5,1047,1756,709,45,True,1,0.03,0.03,0.0,0.64,1.0
54,0,0,7,0,0.6,476,165,2,0,3.1,26.2,2023-12-16T15:00:00Z,90,7,0,0,0,0,17,0,11721,0.0,2.0,4.0,1,1003,2354,1351,45,False,0,0.01,0.06,0.05,2.75,1.0
55,0,0,4,0,1.0,476,171,1,0,2.0,13.0,2023-12-22T20:00:00Z,90,2,0,0,0,0,18,0,11908,1.0,1.0,6.0,1,-10,1658,1668,45,False,1,0.01,0.01,0.0,0.89,1.0
56,0,0,0,0,0.0,476,190,0,0,0.0,0.0,2023-12-26T15:00:00Z,0,12,0,0,0,0,19,0,9784,3.0,2.0,0.0,0,-2093,287,2380,45,True,0,0.0,0.0,0.0,0.0,0.0
57,0,0,0,0,0.0,635,194,0,0,0.0,0.0,2024-01-01T20:00:00Z,0,11,0,0,0,0,20,0,22085,,,0.0,0,-2114,2029,4143,45,False,0,0.00,0.00,0.00,0.00,0.0
58,0,0,13,0,15.7,635,189,3,0,6.5,5.0,2023-12-26T12:30:00Z,90,16,0,0,0,0,19,0,24331,3.0,1.0,44.0,2,1788,3659,1871,45,True,0,0.13,0.49,0.36,3.46,1.0
59,0,0,4,0,1.7,635,175,1,0,0.8,1.6,2023-12-23T15:00:00Z,37,12,0,0,0,0,18,0,22503,0.0,1.0,5.0,1,5191,6542,1351,45,False,0,0.01,0.11,0.10,1.33,1.0
60,0,0,31,0,24.5,635,168,0,1,10.3,42.4,2023-12-16T15:00:00Z,54,10,0,0,0,0,17,0,17054,0.0,3.0,36.0,6,844,3197,2353,45,True,0,0.20,0.51,0.31,0.11,0.0
61,0,0,6,0,6.2,635,159,4,0,2.2,12.0,2023-12-10T16:30:00Z,90,18,0,0,0,0,16,0,15990,1.0,4.0,4.0,2,1783,3296,1513,45,False,0,0.02,0.02,0.00,3.88,1.0
62,0,0,17,0,24.8,635,144,2,0,4.7,14.6,2023-12-07T19:30:00Z,89,9,0,0,0,0,15,0,14330,0.0,3.0,8.0,2,6479,7123,644,45,False,0,0.04,0.16,0.12,2.91,1.0
63,0,0,20,1,7.2,635,138,0,0,2.7,10.6,2023-12-02T20:00:00Z,90,14,0,0,0,0,14,0,7592,0.0,1.0,9.0,3,4581,4964,383,45,True,0,0.04,0.25,0.21,0.36,1.0
64,1,1,22,0,16.8,635,127,1,0,4.5,17.6,2023-11-25T15:00:00Z,90,7,0,0,0,0,13,0,2693,1.0,4.0,11.0,6,194,288,94,45,True,0,0.44,0.49,0.05,0.58,1.0
65,0,0,16,0,1.8,635,113,1,0,1.1,9.4,2023-11-11T17:30:00Z,65,3,0,0,0,0,12,0,2424,0.0,2.0,0.0,2,18,111,93,45,False,0,0.01,0.01,0.00,0.73,1.0
66,0,0,0,0,0.0,635,107,0,0,0.0,0.0,2023-11-04T17:30:00Z,0,1,0,0,0,0,11,0,2362,0.0,1.0,0.0,0,-121,29,150,45,True,0,0.00,0.00,0.00,0.00,0.0
67,0,0,0,0,0.0,635,100,0,0,0.0,0.0,2023-10-28T16:30:00Z,0,20,0,0,0,0,10,0,2482,2.0,2.0,0.0,0,-226,26,252,45,False,0,0.00,0.00,0.00,0.00,0.0
68,0,0,0,0,0.0,635,87,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,8,0,0,0,0,9,0,2703,0.0,4.0,0.0,0,-84,120,204,45,True,0,0.00,0.00,0.00,0.00,0.0
69,0,0,0,0,0.0,635,79,0,0,0.0,0.0,2023-10-08T13:00:00Z,0,19,0,0,0,0,8,0,2743,2.0,2.0,0.0,0,-25,175,200,45,False,0,0.00,0.00,0.00,0.00,0.0
70,0,0,0,0,0.0,635,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,6,0,0,0,0,7,0,2696,0.0,2.0,0.0,0,11,213,202,45,True,0,0.00,0.00,0.00,0.00,0.0
71,0,0,0,0,0.0,635,60,0,0,0.0,0.0,2023-09-24T15:30:00Z,0,17,0,0,0,0,6,0,2630,8.0,0.0,0.0,0,-11,137,148,45,False,0,0.00,0.00,0.00,0.00,0.0
72,0,0,0,0,0.0,635,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,4,0,0,0,0,5,0,2566,0.0,1.0,0.0,0,12,257,245,45,True,0,0.00,0.00,0.00,0.00,0.0
73,0,0,0,0,0.0,635,33,0,0,0.0,0.0,2023-09-02T16:30:00Z,0,5,0,0,0,0,4,0,2308,1.0,3.0,0.0,0,-118,121,239,45,False,0,0.00,0.00,0.00,0.00,0.0
74,0,0,0,0,0.0,635,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,11,0,0,0,0,3,0,2276,2.0,1.0,0.0,0,-228,133,361,45,True,0,0.00,0.00,0.00,0.00,0.0
75,0,0,0,0,0.0,635,16,0,0,0.0,0.0,2023-08-19T19:00:00Z,0,13,0,0,0,0,2,0,2332,0.0,1.0,0.0,0,-111,223,334,45,False,0,0.00,0.00,0.00,0.00,0.0
