,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
13,13,0,0,0,0,0.0,530,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,8,0,0,0,0,15,0,1737,2,5,0.0,0,-11,29,40,43,True,0,,,,,
14,14,0,0,0,0,0.0,530,152,0,0,0.0,0.0,2019-12-07T15:00:00Z,0,3,0,0,0,0,16,0,1729,3,0,0.0,0,-28,14,42,43,False,0,,,,,
15,15,0,0,0,0,0.0,530,166,0,0,0.0,0.0,2019-12-14T12:30:00Z,0,18,0,0,0,0,17,0,1741,0,2,0.0,0,-25,20,45,43,True,0,,,,,
16,16,0,0,0,0,0.0,530,186,0,0,0.0,0.0,2019-12-26T20:00:00Z,0,9,0,0,0,0,19,0,1766,4,0,0.0,0,-26,12,38,43,False,0,,,,,
17,17,0,0,0,0,0.0,530,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,20,0,0,0,0,20,0,1768,0,1,0.0,0,-12,3,15,43,True,0,,,,,
18,18,0,0,0,0,0.0,530,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,15,0,0,0,0,21,0,1777,0,2,0.0,0,-18,10,28,43,True,0,,,,,
19,19,0,0,0,0,0.0,530,219,0,0,0.0,0.0,2020-01-11T17:30:00Z,0,17,0,0,0,0,22,0,1797,1,0,0.0,0,-26,12,38,43,False,0,,,,,
20,20,0,0,0,0,0.0,530,224,0,0,0.0,0.0,2020-01-19T16:30:00Z,0,12,0,0,0,0,23,0,1813,0,2,0.0,0,-14,11,25,43,True,0,,,,,
21,21,0,0,0,0,0.0,530,237,0,0,0.0,0.0,2020-01-23T20:00:00Z,0,20,0,0,0,0,24,0,1804,2,1,0.0,0,-25,9,34,42,False,0,,,,,
22,22,0,0,0,0,0.0,530,180,0,0,0.0,0.0,2020-01-29T19:45:00Z,0,19,0,0,0,0,24,0,1804,2,0,0.0,0,-25,9,34,42,False,0,,,,,
23,23,0,0,0,0,0.0,530,245,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,16,0,0,0,0,25,0,1811,0,4,0.0,0,-17,17,34,42,True,0,,,,,
24,24,0,0,0,0,0.0,530,257,0,0,0.0,0.0,2020-02-15T17:30:00Z,0,14,0,0,0,0,26,0,1826,1,0,0.0,0,-19,8,27,42,False,0,,,,,
25,25,0,0,0,0,0.0,530,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,19,0,0,0,0,27,0,1844,2,3,0.0,0,-10,8,18,42,True,0,,,,,
26,26,0,0,0,0,0.0,530,279,0,0,0.0,0.0,2020-02-29T17:30:00Z,0,18,0,0,0,0,28,0,1859,0,3,0.0,0,-3,6,9,42,False,0,,,,,
27,27,0,0,0,0,0.0,530,286,0,0,0.0,0.0,2020-03-07T12:30:00Z,0,3,0,0,0,0,29,0,1916,1,2,0.0,0,5,23,18,42,True,0,,,,,
28,28,0,0,0,0,0.0,530,294,0,0,0.0,0.0,2020-06-21T18:00:00Z,0,8,0,0,0,0,39,0,1982,0,0,0.0,0,12,51,39,42,False,0,,,,,
29,29,0,0,0,0,0.0,530,304,0,0,0.0,0.0,2020-06-24T19:15:00Z,0,7,0,0,0,0,40,0,2006,0,4,0.0,0,-4,10,14,42,True,0,,,,,
30,30,0,0,0,0,0.0,530,317,0,0,0.0,0.0,2020-07-02T19:15:00Z,0,11,0,0,0,0,41,0,2009,0,4,0.0,0,-11,6,17,42,False,0,,,,,
31,31,0,0,0,0,0.0,530,324,0,0,0.0,0.0,2020-07-05T15:30:00Z,0,2,0,0,0,0,42,0,2018,0,2,0.0,0,-1,15,16,42,True,0,,,,,
32,32,0,0,0,0,0.0,530,334,0,0,0.0,0.0,2020-07-08T19:15:00Z,0,4,0,0,0,0,43,0,2021,3,1,0.0,0,-13,3,16,42,False,0,,,,,
33,33,0,0,0,0,0.0,530,344,0,0,0.0,0.0,2020-07-11T14:00:00Z,0,5,0,0,0,0,44,0,2028,1,1,0.0,0,-7,7,14,42,True,0,,,,,
34,34,0,0,0,0,0.0,530,351,0,0,0.0,0.0,2020-07-15T19:15:00Z,0,1,0,0,0,0,45,0,2052,1,2,0.0,0,5,13,8,42,False,0,,,,,
35,35,0,0,0,0,0.0,530,364,0,0,0.0,0.0,2020-07-22T19:15:00Z,0,6,0,0,0,0,46,0,2060,3,5,0.0,0,-7,8,15,42,True,0,,,,,
36,36,0,0,0,0,0.0,530,378,0,0,0.0,0.0,2020-07-26T15:00:00Z,0,13,0,0,0,0,47,0,2076,3,1,0.0,0,1,20,19,42,False,0,,,,,
37,37,0,0,0,0,0.0,639,188,0,0,0.0,0.0,2021-01-16T12:30:00Z,0,20,0,0,0,0,19,0,0,3,2,0.0,0,0,0,0,40,False,0,,,,,
38,38,0,0,0,0,0.0,639,175,0,0,0.0,0.0,2021-01-19T18:00:00Z,0,19,0,0,0,0,19,0,0,1,2,0.0,0,0,0,0,40,False,0,,,,,
39,39,0,0,0,0,0.0,639,193,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,12,0,0,0,0,20,0,976,5,0,0.0,0,809,953,144,40,True,0,,,,,
40,40,0,0,0,0,0.0,639,207,0,0,0.0,0.0,2021-01-30T15:00:00Z,0,8,0,0,0,0,21,0,1483,2,2,0.0,0,431,621,190,40,True,0,,,,,
41,41,0,0,0,0,0.0,639,214,0,0,0.0,0.0,2021-02-02T18:00:00Z,0,15,0,0,0,0,22,0,1922,1,2,0.0,0,376,539,163,40,False,0,,,,,
42,42,0,0,0,0,0.0,639,227,0,0,0.0,0.0,2021-02-07T12:00:00Z,0,17,0,0,0,0,23,0,2059,0,2,0.0,0,93,369,276,40,False,0,,,,,
43,43,0,0,0,0,0.0,639,237,0,0,0.0,0.0,2021-02-14T14:00:00Z,0,13,0,0,0,0,24,0,2200,1,1,0.0,0,66,303,237,40,True,0,,,,,
44,44,0,0,0,0,0.0,639,242,0,0,0.0,0.0,2021-02-20T15:00:00Z,0,4,0,0,0,0,25,0,2444,0,0,0.0,0,187,349,162,40,False,0,,,,,
45,45,0,0,0,0,0.0,639,258,0,0,0.0,0.0,2021-02-27T15:00:00Z,0,3,0,0,0,0,26,0,2555,0,1,0.0,0,27,365,338,40,True,0,,,,,
46,46,0,0,0,0,0.0,639,287,0,0,0.0,0.0,2021-03-04T18:00:00Z,0,7,0,0,0,0,26,0,2555,1,0,0.0,0,27,365,338,40,True,0,,,,,
47,47,0,0,0,0,0.0,639,267,0,0,0.0,0.0,2021-03-07T12:00:00Z,0,14,0,0,0,0,27,0,2448,0,0,0.0,0,-128,146,274,40,True,0,,,,,
48,48,0,0,0,0,0.0,639,270,0,0,0.0,0.0,2021-03-13T15:00:00Z,0,6,0,0,0,0,28,0,2524,0,1,0.0,0,45,164,119,40,False,0,,,,,
49,49,0,0,0,0,0.0,639,291,0,0,0.0,0.0,2021-04-03T11:30:00Z,0,5,0,0,0,0,30,0,2860,5,2,0.0,0,385,500,115,40,False,0,,,,,
50,50,0,0,0,0,0.0,639,307,0,0,0.0,0.0,2021-04-12T17:00:00Z,0,16,0,0,0,0,31,0,2521,0,3,0.0,0,-362,50,412,40,True,0,,,,,
51,51,0,0,0,0,0.0,639,314,0,0,0.0,0.0,2021-04-22T19:00:00Z,0,9,0,0,0,0,32,0,2453,0,3,0.0,0,-81,59,140,40,False,0,,,,,
52,52,0,0,0,0,0.0,639,320,0,0,0.0,0.0,2021-04-25T18:00:00Z,0,2,0,0,0,0,33,0,2440,2,2,0.0,0,-31,47,78,40,False,0,,,,,
53,53,0,0,0,0,0.0,639,338,0,0,0.0,0.0,2021-05-03T17:00:00Z,0,20,0,0,0,0,34,0,2424,1,1,0.0,0,-34,43,77,40,True,0,,,,,
54,54,0,0,0,0,0.0,639,339,0,0,0.0,0.0,2021-05-09T18:00:00Z,0,1,0,0,0,0,35,0,2391,1,3,0.0,0,-41,57,98,40,False,0,,,,,
55,55,0,0,0,0,0.0,639,353,0,0,0.0,0.0,2021-05-16T15:30:00Z,0,11,0,0,0,0,36,0,2396,2,1,0.0,0,-19,50,69,40,True,0,,,,,
56,56,0,0,0,0,0.0,639,368,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,19,0,0,0,0,37,0,2404,3,1,0.0,0,-4,53,57,40,True,0,,,,,
57,57,0,0,0,0,0.0,639,372,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,10,0,0,0,0,38,0,2425,1,3,0.0,0,4,105,101,40,False,0,,,,,
58,58,0,0,0,0,0.0,571,22,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,4,0,0,0,0,3,0,0,2,0,0.0,0,0,0,0,40,False,0,,,,,
59,59,0,0,0,0,0.0,571,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,0,5,0,0,0,0,4,0,3426,1,3,0.0,0,2251,2970,719,40,True,0,,,,,
60,60,0,0,0,0,0.0,571,41,0,0,0.0,0.0,2021-09-18T16:30:00Z,0,2,0,0,0,0,5,0,4472,0,3,0.0,0,767,1091,324,40,False,0,,,,,
61,61,0,0,0,0,0.0,571,55,0,0,0.0,0.0,2021-09-25T14:00:00Z,0,15,0,0,0,0,6,0,5025,0,2,0.0,0,252,736,484,40,True,0,,,,,
62,62,0,0,0,0,0.0,571,67,0,0,0.0,0.0,2021-10-02T11:30:00Z,0,13,0,0,0,0,7,0,5347,1,1,0.0,0,180,543,363,40,False,0,,,,,
63,63,0,0,0,0,0.0,571,74,0,0,0.0,0.0,2021-10-17T13:00:00Z,0,19,0,0,0,0,8,0,5209,1,0,0.0,0,-288,217,505,40,True,0,,,,,
64,64,0,0,0,0,0.0,571,86,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,18,0,0,0,0,9,0,5209,5,2,0.0,0,-85,105,190,40,True,0,,,,,
65,65,0,0,0,0,0.0,571,100,0,0,0.0,0.0,2021-11-01T20:00:00Z,0,20,0,0,0,0,10,0,5235,1,2,0.0,0,-100,100,200,40,False,0,,,,,
66,66,0,0,0,0,0.0,571,106,0,0,0.0,0.0,2021-11-07T14:00:00Z,0,17,0,0,0,0,11,0,5283,0,0,0.0,0,-39,111,150,40,True,0,,,,,
67,67,0,0,0,0,0.0,571,115,0,0,0.0,0.0,2021-11-21T14:00:00Z,0,12,0,0,0,0,12,0,5230,0,3,0.0,0,-119,92,211,40,False,0,,,,,
68,68,0,0,0,0,0.0,571,122,0,0,0.0,0.0,2021-11-28T14:00:00Z,0,3,0,0,0,0,13,0,5209,0,1,0.0,0,-60,50,110,40,False,0,,,,,
69,69,0,0,0,0,0.0,571,132,0,0,0.0,0.0,2021-12-01T20:15:00Z,0,11,0,0,0,0,14,0,5197,4,1,0.0,0,-27,44,71,40,True,0,,,,,
70,70,0,0,0,0,0.0,571,142,0,0,0.0,0.0,2021-12-06T20:00:00Z,0,1,0,0,0,0,15,0,5260,1,2,0.0,0,28,86,58,40,True,0,,,,,
71,71,0,0,0,0,0.0,571,156,0,0,0.0,0.0,2021-12-12T16:30:00Z,0,7,0,0,0,0,16,0,5253,1,3,0.0,0,-53,63,116,40,False,0,,,,,
72,72,0,0,0,0,0.0,571,168,0,0,0.0,0.0,2021-12-16T19:45:00Z,0,6,0,0,0,0,17,0,5255,1,1,0.0,0,-41,57,98,40,False,0,,,,,
73,73,0,0,0,0,0.0,571,205,0,0,0.0,0.0,2022-01-02T14:00:00Z,0,4,0,0,0,0,21,0,5196,3,2,0.0,0,-62,83,145,40,True,0,,,,,
74,74,0,0,0,0,0.0,571,217,0,0,0.0,0.0,2022-01-15T15:00:00Z,0,15,0,0,0,0,22,0,5100,1,2,0.0,0,-140,64,204,40,False,0,,,,,
75,75,0,0,0,0,0.0,571,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,2,0,0,0,0,23,0,5080,1,0,0.0,0,-77,29,106,40,True,0,,,,,
76,76,0,0,0,0,0.0,571,239,0,0,0.0,0.0,2022-02-08T19:45:00Z,0,14,0,0,0,0,24,0,5101,1,3,0.0,0,-24,96,120,40,False,0,,,,,
77,77,0,0,0,0,0.0,571,244,0,0,0.0,0.0,2022-02-12T15:00:00Z,0,10,0,0,0,0,25,0,5041,0,3,0.0,0,-67,59,126,40,True,0,,,,,
78,78,0,0,0,0,0.0,571,258,0,0,0.0,0.0,2022-02-19T15:00:00Z,0,16,0,0,0,0,26,0,4950,0,2,0.0,0,-116,34,150,40,False,0,,,,,
79,79,0,0,0,0,0.0,571,266,0,0,0.0,0.0,2022-02-26T17:30:00Z,0,12,0,0,0,0,27,0,4948,1,0,0.0,0,-35,33,68,40,True,0,,,,,
80,80,0,0,0,0,0.0,571,278,0,0,0.0,0.0,2022-03-07T20:00:00Z,0,17,0,0,0,0,28,0,4905,0,5,0.0,0,-76,43,119,40,False,0,,,,,
81,81,0,0,0,0,0.0,571,286,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,20,0,0,0,0,29,0,4895,1,0,0.0,0,-45,53,98,40,True,0,,,,,
82,82,0,0,0,0,0.0,571,195,0,0,0.0,0.0,2022-03-17T19:45:00Z,0,14,0,0,0,0,29,0,4895,0,1,0.0,0,-45,53,98,40,True,0,,,,,
83,83,0,0,0,0,0.0,571,309,0,0,0.0,0.0,2022-04-03T13:00:00Z,0,19,0,0,0,0,31,0,4891,1,2,0.0,0,-11,50,61,40,False,0,,,,,
84,84,0,0,0,0,0.0,571,183,0,0,0.0,0.0,2022-04-06T18:30:00Z,0,5,0,0,0,0,31,0,4891,2,3,0.0,0,-11,50,61,40,False,0,,,,,
85,85,0,0,0,0,0.0,571,314,0,0,0.0,0.0,2022-04-09T11:30:00Z,0,13,0,0,0,0,32,0,4973,0,1,0.0,0,66,98,32,40,True,0,,,,,
86,86,0,0,0,0,0.0,571,172,0,0,0.0,0.0,2022-04-20T18:45:00Z,0,9,0,0,0,0,33,0,5811,1,1,0.0,0,177,312,135,39,True,0,,,,,
87,87,0,0,0,0,0.0,571,338,0,0,0.0,0.0,2022-04-24T15:30:00Z,0,11,0,0,0,0,34,0,6192,0,2,0.0,0,745,861,116,39,False,0,,,,,
88,88,0,0,0,0,0.0,571,342,0,0,0.0,0.0,2022-05-01T13:00:00Z,0,6,0,0,0,0,35,0,6615,0,1,0.0,0,482,674,192,39,True,0,,,,,
89,89,0,0,0,0,0.0,571,357,0,0,0.0,0.0,2022-05-08T13:00:00Z,0,9,0,0,0,0,36,0,8975,2,1,0.0,0,675,1041,366,39,False,0,,,,,
90,90,0,0,0,0,0.0,571,299,0,0,0.0,0.0,2022-05-11T18:45:00Z,0,18,0,0,0,0,36,0,8975,0,0,0.0,0,675,1041,366,39,False,0,,,,,
91,91,0,0,0,0,0.0,571,362,0,0,0.0,0.0,2022-05-15T15:30:00Z,0,3,0,0,0,0,37,0,8303,3,2,0.0,0,351,720,369,39,True,0,,,,,
92,92,0,0,0,0,0.0,571,322,0,0,0.0,0.0,2022-05-19T18:45:00Z,0,7,0,0,0,0,37,0,8303,2,3,0.0,0,351,720,369,39,True,0,,,,,
93,93,0,0,0,0,0.0,571,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,1,0,0,0,0,38,0,9407,1,5,0.0,0,814,1083,269,39,False,0,,,,,
94,94,0,0,0,0,0.0,760,315,0,0,0.0,0.0,2023-04-22T14:00:00Z,0,7,0,0,0,0,32,0,0,0,0,0.0,0,0,0,0,40,False,0,0.0,0.0,0.0,0.0,0.0
95,95,0,0,0,0,0.0,760,322,0,0,0.0,0.0,2023-04-27T18:45:00Z,0,15,0,0,0,0,33,0,33,4,1,0.0,0,17,18,1,40,True,0,0.0,0.0,0.0,0.0,0.0
96,96,0,0,0,0,0.0,760,337,0,0,0.0,0.0,2023-05-01T19:00:00Z,0,10,0,0,0,0,34,0,84,2,2,0.0,0,19,25,6,40,False,0,0.0,0.0,0.0,0.0,0.0
97,97,0,0,0,0,0.0,760,342,0,0,0.0,0.0,2023-05-08T16:30:00Z,0,5,0,0,0,0,35,0,111,5,1,0.0,0,11,32,21,40,False,0,0.0,0.0,0.0,0.0,0.0
98,98,0,0,0,0,0.0,760,356,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,13,0,0,0,0,36,0,134,3,0,0.0,0,-3,22,25,40,True,0,0.0,0.0,0.0,0.0,0.0
99,99,0,0,0,0,0.0,760,370,0,0,0.0,0.0,2023-05-20T14:00:00Z,0,20,0,0,0,0,37,0,186,1,1,0.0,0,24,42,18,40,False,0,0.0,0.0,0.0,0.0,0.0
100,100,0,0,0,0,0.0,760,376,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,3,0,0,0,0,38,0,238,0,1,0.0,0,29,41,12,40,True,0,0.0,0.0,0.0,0.0,0.0
101,101,0,0,0,0,0.0,579,5,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,10,0,0,0,0,1,0,5342,1,0,0.0,0,0,0,0,40,True,0,0.0,0.0,0.0,0.0,0.0
102,102,0,0,0,0,0.0,579,11,0,0,0.0,0.0,2023-08-20T13:00:00Z,0,2,0,0,0,0,2,0,6537,0,4,0.0,0,-150,179,329,40,False,0,0.0,0.0,0.0,0.0,0.0
103,103,0,0,0,0,0.0,579,27,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,20,0,0,0,0,3,0,6570,1,0,0.0,0,-250,95,345,40,True,0,0.0,0.0,0.0,0.0,0.0
104,104,0,0,0,0,0.0,579,40,0,0,0.0,0.0,2023-09-02T11:30:00Z,0,17,0,0,0,0,4,0,6508,2,2,0.0,0,-249,107,356,40,False,0,0.0,0.0,0.0,0.0,0.0
105,105,0,0,0,0,0.0,579,43,0,0,0.0,0.0,2023-09-17T15:30:00Z,0,1,0,0,0,0,5,0,6472,1,0,0.0,0,-237,91,328,40,True,0,0.0,0.0,0.0,0.0,0.0
106,106,0,0,0,0,0.0,579,52,0,0,0.0,0.0,2023-09-23T16:30:00Z,0,4,0,0,0,0,6,0,6438,3,1,0.0,0,-103,124,227,40,False,0,0.0,0.0,0.0,0.0,0.0
107,107,0,0,0,0,0.0,579,63,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,12,0,0,0,0,7,0,6320,2,1,0.0,0,-176,125,301,40,True,0,0.0,0.0,0.0,0.0,0.0
108,108,0,0,0,0,0.0,579,75,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,3,0,0,0,0,8,0,6214,0,3,0.0,0,-193,109,302,40,True,0,0.0,0.0,0.0,0.0,0.0
109,109,0,0,0,0,0.0,579,85,0,0,0.0,0.0,2023-10-21T11:30:00Z,0,11,0,0,0,0,9,0,6233,0,2,0.0,0,-59,145,204,40,False,0,0.0,0.0,0.0,0.0,0.0
110,110,0,0,0,0,0.0,579,99,0,0,0.0,0.0,2023-10-29T13:00:00Z,0,19,0,0,0,0,10,0,6093,1,0,0.0,0,-184,60,244,40,False,0,0.0,0.0,0.0,0.0,0.0
111,111,0,0,0,0,0.0,579,103,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,5,0,0,0,0,11,0,6121,1,1,0.0,0,-29,97,126,40,True,0,0.0,0.0,0.0,0.0,0.0
112,112,0,0,0,0,0.0,579,116,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,8,0,0,0,0,12,0,6101,3,2,0.0,0,-48,71,119,40,False,0,0.0,0.0,0.0,0.0,0.0
113,113,0,0,0,0,0.0,579,123,0,0,0.0,0.0,2023-11-26T16:30:00Z,0,14,0,0,0,0,13,0,6303,3,0,0.0,0,72,222,150,39,True,0,0.0,0.0,0.0,0.0,0.0
114,114,0,0,0,0,0.0,579,139,0,0,0.0,0.0,2023-12-02T17:30:00Z,0,16,0,0,0,0,14,0,6497,1,0,0.0,0,181,308,127,39,False,0,0.0,0.0,0.0,0.0,0.0
115,115,0,0,0,0,0.0,579,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,15,0,0,0,0,15,0,6465,0,3,0.0,0,-27,140,167,39,True,0,0.0,0.0,0.0,0.0,0.0
116,116,0,0,0,0,0.0,579,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,7,0,0,0,0,16,0,6481,0,2,0.0,0,2,115,113,39,True,0,0.0,0.0,0.0,0.0,0.0
117,117,0,0,0,0,0.0,579,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,6,0,0,0,0,17,0,6469,2,0,0.0,0,-51,77,128,39,False,0,0.0,0.0,0.0,0.0,0.0
118,118,0,0,0,0,0.0,579,178,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,18,0,0,0,0,18,0,6430,1,2,0.0,0,-30,58,88,39,False,0,0.0,0.0,0.0,0.0,0.0
119,119,0,0,0,0,0.0,579,187,0,0,0.0,0.0,2023-12-27T20:15:00Z,0,13,0,0,0,0,19,0,6419,3,1,0.0,0,-19,39,58,39,True,0,0.0,0.0,0.0,0.0,0.0
120,120,0,0,0,0,0.0,335,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,7,0,0,0,0,20,0,12379,3,2,0.0,0,-118,157,275,43,True,0,0.0,0.0,0.0,0.0,0.0
121,121,0,0,0,0,0.0,335,190,0,0,0.0,0.0,2023-12-26T15:00:00Z,0,17,0,0,0,0,19,0,12461,3,2,0.0,0,13,146,133,43,False,0,0.0,0.0,0.0,0.0,0.0
122,122,0,0,0,0,0.0,335,175,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,15,0,0,0,0,18,0,12395,0,1,0.0,0,-257,50,307,43,True,0,0.0,0.0,0.0,0.0,0.0
123,123,0,0,0,0,0.0,335,156,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,13,0,0,0,0,16,0,12541,2,1,0.0,0,-300,68,368,43,True,0,0.0,0.0,0.0,0.0,0.0
124,124,0,0,0,0,0.0,335,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,1,0,0,0,0,15,0,12809,4,3,0.0,0,-183,104,287,43,True,0,0.0,0.0,0.0,0.0,0.0
125,125,0,0,0,0,0.0,335,133,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,4,0,0,0,0,14,0,12957,1,3,0.0,0,-248,134,382,43,False,0,0.0,0.0,0.0,0.0,0.0
126,126,0,0,0,0,0.0,335,125,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,8,0,0,0,0,13,0,13148,1,2,0.0,0,-85,217,302,43,True,0,0.0,0.0,0.0,0.0,0.0
127,127,0,0,0,0,0.0,335,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,14,0,0,0,0,12,0,13176,0,1,0.0,0,-115,101,216,43,False,0,0.0,0.0,0.0,0.0,0.0
128,128,0,0,0,0,0.0,335,105,0,0,0.0,0.0,2023-11-05T16:30:00Z,0,11,0,0,0,0,11,0,13226,1,1,0.0,0,-283,59,342,44,True,0,0.0,0.0,0.0,0.0,0.0
129,129,0,0,0,0,0.0,335,92,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,2,0,0,0,0,10,0,13474,1,3,0.0,0,-450,43,493,44,False,0,0.0,0.0,0.0,0.0,0.0
130,130,0,0,0,0,0.0,335,88,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,16,0,0,0,0,9,0,13842,2,2,0.0,0,-503,60,563,44,False,0,0.0,0.0,0.0,0.0,0.0
131,131,0,0,0,0,0.0,335,77,0,0,0.0,0.0,2023-10-07T11:30:00Z,0,18,0,0,0,0,8,0,14265,1,0,0.0,0,-505,140,645,44,True,0,0.0,0.0,0.0,0.0,0.0
132,132,0,0,0,0,0.0,335,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,6,0,0,0,0,7,0,14696,2,1,0.0,0,-609,163,772,44,True,0,0.0,0.0,0.0,0.0,0.0
133,133,0,0,0,0,0.0,335,63,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,9,0,0,0,0,7,0,14696,2,1,0.0,0,-609,163,772,44,False,0,0.0,0.0,0.0,0.0,0.0
134,134,0,0,0,0,0.0,335,58,0,0,0.0,0.0,2023-09-23T14:00:00Z,0,20,0,0,0,0,6,0,15265,1,1,0.0,0,-633,148,781,44,True,0,0.0,0.0,0.0,0.0,0.0
135,135,0,0,0,0,0.0,335,44,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,10,0,0,0,0,5,0,15806,0,1,0.0,0,-852,266,1118,44,False,0,0.0,0.0,0.0,0.0,0.0
136,136,0,0,0,0,0.0,335,38,0,0,0.0,0.0,2023-09-01T19:00:00Z,0,19,0,0,0,0,4,0,16210,2,1,0.0,0,-1141,181,1322,45,True,0,0.0,0.0,0.0,0.0,0.0
137,137,0,0,0,0,0.0,335,26,0,0,0.0,0.0,2023-08-25T19:00:00Z,0,7,0,0,0,0,3,0,16793,0,3,0.0,0,-1212,149,1361,45,False,0,0.0,0.0,0.0,0.0,0.0
